Title,Author,Price,Release Date,Short Desc,Pages
Big Data Architect's Handbook,Syed Muhammad Fahad Akhtar,$43.99 ,Jun-18,A comprehensive end-to-end guide that gives hands-on practice in big data and Artificial Intelligenc...,486 pages
Building Data Streaming Applications with Apache Kafka,Manish Kumar,$35.99 ,Aug-17,"Design and administer fast, reliable enterprise messaging systems with Apache Kafka",278 pages
Java 11 Cookbook - Second Edition,Nick Samoylov,$39.99 ,Sep-18,"Solutions for modular, functional, reactive, GUI, network, and multithreaded programming",802 pages
OpenCV 4 with Python Blueprints - Second Edition,Dr. Menua Gevorgyan,$31.99 ,Mar-20,"Get to grips with traditional computer vision algorithms and deep learning approaches, and build rea...",366 pages
Microsoft Power BI Cookbook,Brett Powell,$47.99 ,Sep-17,Get more out of Microsoft Power BI turning your data into actionable insights,802 pages
Hands-On Software Architecture with Golang,Jyotiswarup Raiturkar,$34.99 ,Dec-18,"Understand the principles of software architecture with coverage on SOA, distributed and messaging s...",500 pages
Robotic Process Automation Projects,Nandan Mullakara,$27.99 ,May-20,"Learn RPA by building business solutions such as ERP and CRM automation, software robots, and intell...",388 pages
Mastering Machine Learning Algorithms - Second Edition,Giuseppe Bonaccorso,$35.99 ,Jan-20,Updated and revised second edition of the bestselling guide to exploring and mastering the most impo...,798 pages
Quantum Computing in Practice with Qiskit® and IBM Quantum Experience®,Hassi Norlen,$27.99 ,Nov-20,Understand the nuances of programming traditional quantum computers and solve the challenges of the ...,408 pages
Practical Remote Pair Programming,Adrian Bolboaca,$20.99 ,Mar-21,"A practical guide for developers, development teams, and managers to successfully implement remote p...",240 pages
Beginning Java Data Structures and Algorithms,James Cutajar,$19.99 ,Jul-18,"Though your application serves its purpose, it might not be a high performer. Learn techniques to ac...",202 pages
Beginning PHP,David Carr,$17.99 ,Jul-18,Learn all the fundamentals of PHP with a book that blends theory with practice to build up the skill...,214 pages
Computer Programming for Absolute Beginners,Joakim Wassberg,$24.99 ,Jul-20,Get to grips with the building blocks of programming languages and get started on your programming j...,430 pages
OAuth 2.0 Cookbook,Adolfo Eloy Nascimento,$35.99 ,Oct-17,"Efficiently integrate OAuth 2.0 to protect your mobile, desktop, Cloud applications and APIs using S...",420 pages
Empowering Organizations with Power Virtual Agents,Nicolae Tarla,$24.99 ,Aug-21,Unleash the capabilities of Power Virtual Agents to provide actionable insights to your customers an...,246 pages
The Music Producer’s Ultimate Guide to FL Studio 20,Joshua Au-Yeung,$27.99 ,Feb-21,Leverage the power of FL Studio 20 to create and compose production-quality songs and develop profes...,336 pages
Mastering Azure Machine Learning,Christoph Körner,$31.99 ,Apr-20,Master expert techniques for building automated and highly scalable end-to-end machine learning mode...,436 pages
Learn Bosque Programming,Sebastian Kaczmarek,$27.99 ,Apr-21,Discover the benefits of regularized programming by implementing Bosque to build a variety of reliab...,336 pages
Learn T-SQL Querying,Pedro Lopes,$27.99 ,May-19,"Troubleshoot query performance issues, identify anti-patterns in code, and write efficient T-SQL que...",484 pages
C++ Data Structures and Algorithm Design Principles,John Carey,$27.99 ,Oct-19,Get started with C++ programming by learning how to build applications using its data structures and...,626 pages
Modern Web Development with ASP.NET Core 3 - Second Edition,Ricardo Peres,$34.99 ,Jun-20,Explore the tools and techniques to build scalable and secured restful web services and web applicat...,802 pages
Python GUI Programming Cookbook - Third Edition,Burkhard Meier,$27.99 ,Oct-19,"Over 90 recipes to help you develop widgets, forms, layouts, charts, and much more using the latest ...",486 pages
Mastering Qlik Sense,Martin Mahler,$39.99 ,Mar-18,Master the capabilities of Qlik Sense to design and deploy solutions that address all the Business I...,514 pages
Mastering CSS,Rich Finelli,$31.99 ,Oct-17,"Rich Finelli's modern CSS training course, based on his bestselling Mastering CSS video, now availab...",522 pages
Mastering Service Mesh,Anjali Khatri,$31.99 ,Mar-20,Understand how to use service mesh architecture to efficiently manage and safeguard microservices-ba...,626 pages
Learn TypeScript 3 by Building Web Applications,Sebastien Dubois,$27.99 ,Nov-19,Learn TypeScript and many of its features by building state of art web applications from scratch wit...,804 pages
The Deep Learning Workshop,Mirza Rahim Baig,$27.99 ,Jul-20,Take a hands-on approach to understanding deep learning and build smart applications that can recogn...,474 pages
MQTT Essentials - A Lightweight IoT Protocol,Gaston C. Hillar,$31.99 ,Apr-17,Send and receive messages with the MQTT protocol for your IoT solutions.,280 pages
Implementing Microsoft Dynamics 365 for Finance and Operations Apps - Second Edition,JJ Yadav,$31.99 ,Mar-20,"Harness the power of Finance and Operations apps, and discover all you need for their implementation",528 pages
Learn Wireshark,Lisa Bock,$27.99 ,Aug-19,Grasp the basics of packet capture and analyze common protocols,432 pages
Learn OpenShift,Denis Zuev,$31.99 ,Jul-18,Gain hands-on experience of installing OpenShift Origin 3.9 in a production configuration and managi...,504 pages
Interactive Data Visualization with Python - Second Edition,Abha Belorkar,$31.99 ,Apr-20,Create your own clear and impactful interactive data visualizations with the powerful data visualiza...,362 pages
C# 8.0 and .NET Core 3.0 – Modern Cross-Platform Development - Fourth Edition,Mark J. Price,$34.99 ,Oct-19,"Learn the fundamentals, practical applications, and latest features of C# 8.0 and .NET Core 3.0 from...",818 pages
Learning Vulkan,Parminder Singh,$43.99 ,Dec-16,Discover how to build impressive 3D graphics with the next-generation graphics API - Vulkan,466 pages
Mastering Qt 5 - Second Edition,Guillaume Lazar,$31.99 ,Aug-18,An In-depth guide updated with the latest version of Qt 5.11 including new features such as Quick Co...,534 pages
Xamarin.Forms Projects - Second Edition,Daniel Hindrikes,$27.99 ,Jun-20,Learn to build cross-platform mobile apps using the latest features in Xamarin.Forms 4 with the help...,504 pages
Solidity Programming Essentials,Ritesh Modi,$27.99 ,Apr-18,Learn the most powerful and primary programming language for writing smart contracts and find out ho...,222 pages
Learn MongoDB 4.x,Doug Bierer,$27.99 ,Sep-20,"Design, administer, and deploy high volume and fault-tolerant database applications using MongoDB 4....",610 pages
Hands-On Exploratory Data Analysis with R,Radhika Datar,$20.99 ,May-19,Learn exploratory data analysis concepts using powerful R packages to enhance your R data analysis s...,266 pages
Automated Machine Learning with AutoKeras,Luis Sobrecueva,$27.99 ,May-21,Create better and easy-to-use deep learning models with AutoKeras,194 pages
Zscaler Cloud Security Essentials,Ravi Devarasetty,$31.99 ,Jun-21,"Harness the capabilities of Zscaler to deliver a secure, cloud-based, scalable web proxy and provide...",236 pages
Raspberry Pi Computer Vision Programming - Second Edition,Ashwin Pajankar,$24.99 ,Jun-20,"Perform a wide variety of computer vision tasks such as image processing and manipulation, feature a...",306 pages
Mastering React Test-Driven Development,Daniel Irvine,$27.99 ,May-19,"Implement TDD for your React applications using Jest, React Router, Redux, and GraphQL/Relay. Learn ...",496 pages
Hands-On Python Natural Language Processing,Aman Kedia,$27.99 ,Jun-20,Get well-versed with traditional as well as modern natural language processing concepts and techniqu...,316 pages
Mastering Assembly Programming,Alexey Lyashko,$35.99 ,Sep-17,Incorporate the assembly language routines in your high level language applications,290 pages
AWS Certified Solutions Architect - Associate Guide,Gabriel Ramirez,$31.99 ,Oct-18,"Learn from the AWS subject-matter experts, apply real-world scenarios and clear the AWS Certified So...",626 pages
Hands-On Dependency Injection in Go,Corey Scott,$31.99 ,Nov-18,"Explore various dependency injection methods in Go such as monkey patching, constructor injection, a...",346 pages
Learning Shell Scripting with Zsh,Gastón Festari,$17.99 ,Jan-14,"Your one-stop guide to reading, writing, and debugging  simple and complex Z shell scripts.",132 pages
Hands-On Blockchain for Python Developers,Arjuna Sky Kok,$31.99 ,Feb-19,"Implement real-world decentralized applications using Python, Vyper, Populus, and Ethereum",450 pages
Professional Azure SQL Database Administration - Second Edition,,$31.99 ,Jul-19,Leverage the features of Azure SQL database and become an expert in data management,562 pages
Infrastructure as Code (IAC) Cookbook,Stephane Jourdan,$39.99 ,Feb-17,"Over 90 practical, actionable recipes to automate, test, and manage your infrastructure quickly and ...",440 pages
Hands-On Natural Language Processing with Python,,$27.99 ,Jul-18,"Foster your NLP applications with the help of deep learning, NLTK, and TensorFlow",312 pages
Hands-On Machine Learning for Cybersecurity,Soma Halder,$31.99 ,Dec-18,Get into the world of smart data security using machine learning algorithms and Python libraries,318 pages
Working with Microsoft Forms and Customer Voice,Welly Lee,$27.99 ,Jun-21,Work with business scenarios and discover best practices to get the most out of Microsoft Forms and ...,336 pages
Application Development with Qt Creator - Third Edition,Lee Zhi Eng,$24.99 ,Jan-20,A comprehensive guide that will help you master developing the cross-platform high-performance appli...,426 pages
Canvas LMS Course Design - Second Edition,Ryan John,$27.99 ,May-21,"A simple, easy-to-follow guide to learning the advanced features and integrated services of Canvas f...",292 pages
Data Analysis with R - Second Edition,Tony Fischetti,$31.99 ,Mar-18,"Learn, by example, the fundamentals of data analysis as well as several intermediate to advanced met...",570 pages
Learning Java by Building Android Games - Third Edition,John Horton,$31.99 ,Mar-21,Get ready to learn Java the fun way by developing games for the Android platform with this new and u...,686 pages
Mastering Linux Kernel Development,Raghu Bharadwaj,$39.99 ,Oct-17,Explore Implementation of core kernel subsystems,354 pages
Mastering Microservices with Java - Third Edition,Sourabh Sharma,$31.99 ,Feb-19,Master the art of implementing scalable and reactive microservices in your production environment wi...,446 pages
Deno Web Development,Alexandre Portela dos Santos,$24.99 ,Mar-21,A curious JavaScript developer's practical guide to deep dive into Deno and get the most out of it f...,310 pages
R Statistics Cookbook,Francisco Juretig,$17.99 ,Mar-19,Solve real-world statistical problems using the most popular R packages and techniques,448 pages
Mastering NGINX - Second Edition,Dimitri Aivaliotis,$39.99 ,Jul-16,An in-depth guide to confi guring NGINX for your everyday server needs,320 pages
Mastering Redis,Jeremy Nelson,$43.99 ,May-16,Take your knowledge of Redis to the next level to build enthralling applications with ease,366 pages
Building Low-Code Applications with Mendix,Bryan Kenneweg,$31.99 ,Feb-21,Transform your app ideas into fully functional prototypes with the help of expert tips and best prac...,332 pages
Google Cloud Platform for Developers,Ted Hunter,$31.99 ,Jul-18,"Develop, deploy, and scale your applications with Google Cloud Platform",506 pages
Microsoft 365 Certified Fundamentals MS-900 Exam Guide,Aaron Guilmette,$24.99 ,Feb-20,An up-to-date study guide to help you learn MS-900 exam concepts and objectives and get hands-on wit...,342 pages
Mastering Julia,Malcolm Sherrington,$43.99 ,Jul-15,Develop your analytical and programming skills further in Julia to solve complex data processing pro...,410 pages
Hands-On Microservices with C#,Matt R. Cole,$35.99 ,Jun-18,Build enterprise-grade microservice ecosystems with intensive case studies using C#,254 pages
Hands-On Image Generation with TensorFlow,Soon Yau Cheong,$27.99 ,Dec-20,"Implement various state-of-the-art architectures, such as GANs and autoencoders, for image generatio...",306 pages
Microsoft Power BI Complete Reference,Devin Knight,$39.99 ,Dec-18,"Design, develop, and master efficient Power BI solutions for impactful business insights",794 pages
Teaching with Google Classroom - Second Edition,Michael Zhang,$17.99 ,Jun-21,Build interactive courses for online learning using Google's learning management solution,370 pages
AWS Certified Advanced Networking - Speciality Exam Guide,Marko Sluga,$24.99 ,May-19,Develop technical skills and expertise to automate AWS networking tasks,308 pages
Learn Docker - Fundamentals of Docker 19.x - Second Edition,Gabriel N. Schenker,$27.99 ,Mar-20,Explore the core functionality of containerizing your applications and making them production-ready,592 pages
Object-Oriented JavaScript - Third Edition,Ved Antani,$35.99 ,Jan-17,Learn everything you need to know about object-oriented JavaScript with this comprehensive guide. En...,550 pages
Big Data Analytics with Hadoop 3,Sridhar Alla,$31.99 ,May-18,"Explore big data concepts, platforms, analytics, and their applications using the power of Hadoop 3",482 pages
Windows Server 2019 Cookbook - Second Edition,Mark Henderson,$34.99 ,Jul-20,Efficiently manage and administer enterprise environments using Microsoft Windows Server 2019,650 pages
Elasticsearch 7 Quick Start Guide,Anurag Srivastava,$20.99 ,Oct-19,"Get the most out of Elasticsearch 7’s new features to build, deploy, and manage efficient applicatio...",186 pages
ROS Robotics Projects,Lentin Joseph,$39.99 ,Mar-17,"Build a variety of awesome robots that can see, sense, move, and do a lot more using the powerful Ro...",452 pages
Learning Scrapy,Dimitrios Kouzis-Loukas,$27.99 ,Jan-16,Learn the art of efficient web scraping and crawling with Python,270 pages
Delphi High Performance,Primož Gabrijelcic,$35.99 ,Feb-18,"Build fast, scalable, and high performing applications with Delphi",336 pages
Artificial Intelligence with Python Cookbook,Ben Auffarth,$27.99 ,Oct-20,Work through practical recipes to learn how to solve complex machine learning and deep learning prob...,468 pages
CompTIA Linux+ Certification Guide,Philip Inshanally,$27.99 ,Sep-18,Master the concepts and techniques that will help you gain the LX0-103 and LX0-104 certifications on...,590 pages
Unreal Engine 4 Scripting with C++ Cookbook,William Sherif,$39.99 ,Oct-16,Get the best out of your games by scripting them using UE4,452 pages
Python for Finance - Second Edition,Yuxing Yan,$39.99 ,Jun-17,Learn and implement various Quantitative Finance concepts using the popular Python libraries,586 pages
ETL with Azure Cookbook,Christian Cote,$31.99 ,Sep-20,Explore the latest Azure ETL techniques both on-premises and in the cloud using Azure services such ...,446 pages
Hands-On Explainable AI (XAI) with Python,Denis Rothman,$34.99 ,Jul-20,"Resolve the black box models in your AI applications to make them fair, trustworthy, and secure. Fam...",454 pages
Azure Networking Cookbook - Second Edition,Mustafa Toroman,$34.99 ,Dec-20,Find out how you can leverage virtual machines and load balancers to facilitate secure and efficient...,298 pages
Ansible Playbook Essentials,Gourav Shah,$23.99 ,Aug-15,Design automation blueprints using Ansible's playbooks to orchestrate and manage your multi-tier inf...,168 pages
Hands-On Enterprise Automation with Python,Basim Aly,$31.99 ,Jun-18,Invent your own Python scripts to automate your infrastructure,398 pages
Julia 1.0 Programming Cookbook,Bogumil Kaminski,$35.99 ,Nov-18,Discover the new features and widely used packages in Julia to solve complex computational problems ...,460 pages
Hands-On Blockchain Development in 7 Days,Will Button,$17.99 ,Feb-19,"Build an Ethereum gaming application from scratch in a span of seven days, by mastering smart contra...",216 pages
Learning ELK Stack,Saurabh Chhajed,$35.99 ,Nov-15,"Build mesmerizing visualizations, analytics, and logs from your data using Elasticsearch, Logstash, ...",206 pages
The Data Wrangling Workshop - Second Edition,Brian Lipp,$24.99 ,Jul-20,"A beginner’s guide to simplifying Extract, Transform, Load (ETL) processes with the help of hands-on...",576 pages
Hands-On High Performance with Go,Bob Strecansky,$31.99 ,Mar-20,Proven methodologies and concurrency techniques that will help you write faster and better code with...,406 pages
The Complete Edition – Software Engineering for Real-Time Systems,Jim Cooling,$31.99 ,Dec-19,Adopt a diagrammatic approach to creating robust real-time embedded systems,824 pages
SharePoint Development with the SharePoint Framework,Jussi Roine,$35.99 ,Sep-17,Design and create beautiful solutions using modern development tools for SharePoint Online,386 pages
WordPress Plugin Development Cookbook - Second Edition,Yannick Lefebvre,$31.99 ,Jul-17,Learn to create plugins for WordPress 4.x to deliver custom projects or share with the community thr...,386 pages
Getting Started with Unity 2018 - Third Edition,Dr. Edward Lavieri,$35.99 ,Mar-18,Learn how to use Unity 2018 by creating your very own 3D game while developing your essential skills,336 pages
Data Science with Python,Rohan Chopra,$24.99 ,Jul-19,This book enables students to use Python to implement modern data science techniques for business de...,426 pages
Learning Continuous Integration with Jenkins - Second Edition,Nikhil Pathania,$35.99 ,Dec-17,Speed up the software delivery process and software productivity using the latest features of Jenkin...,362 pages
Professional Azure SQL Managed Database Administration - Third Edition,Ahmad Osama,$34.99 ,Mar-21,Master data management by effectively utilizing the features of Azure SQL database.,724 pages
Mastering Arduino,Jon Hoffman,$31.99 ,Sep-18,Mastering Arduino is a practical guide that teaches you the electronics and programming skills you n...,372 pages
Mastering Object-Oriented Python - Second Edition,Steven F. Lott,$31.99 ,Jun-19,"Gain comprehensive insights into programming practices, and code portability and reuse to build flex...",770 pages
Hands-On macOS User Administration Guide,Herta Nava,$31.99 ,Apr-21,Explore the capabilities of macOS tools and architecture for support tasks and system administration...,804 pages
Mastering AWS CloudFormation,Karen Tovmasyan,$27.99 ,May-20,Build scalable and production-ready infrastructure in Amazon Web Services with CloudFormation,300 pages
Machine Learning for Finance,Jannes Klaas,$27.99 ,May-19,Introducing the study of machine learning and deep learning algorithms for financial practitioners.,456 pages
Geospatial Data Science Quick Start Guide,Abdishakur Hassan,$20.99 ,May-19,"Discover the power of location data to build effective, intelligent data models with Geospatial ecos...",170 pages
Building Telephony Systems with OpenSIPS - Second Edition,Flavio E. Goncalves,$36.99 ,Jan-16,Build high-speed and highly scalable telephony systems using OpenSIPS,384 pages
Microsoft  Office 365 Administration Cookbook,Nate Chamberlain,$27.99 ,Sep-20,Make the most out of your investment in Office 365 apps and services with this Microsoft Office cook...,442 pages
Building Expert Business Solutions with Zoho CRM,Dominic Harrington,$31.99 ,Aug-21,Create world-class Zoho CRM solutions tailored to be a game changer for your business and transform ...,352 pages
Embedded Linux Development using Yocto Projects - Second Edition,Otavio Salvador,$27.99 ,Nov-17,Optimize and boost your Linux-based system with Yocto Project and increase its reliability and robus...,162 pages
The Clojure Workshop,Joseph Fahey,$27.99 ,Jan-20,Cut through the noise and get real results with a step-by-step approach to learning Clojure programm...,800 pages
AWS SysOps Cookbook - Second Edition,Eric Z. Beard,$27.99 ,Sep-19,"Become an AWS SysOps administrator and explore best practices to maintain a well-architected, resili...",490 pages
Hands-On ROS for Robotics Programming,Bernardo Ronquillo Japón,$31.99 ,Feb-20,Take your ROS skills to the next level by implementing complex robot structure in ROS Simulation,432 pages
Learning Linux Binary Analysis,Ryan "elfmaster" O'Neill,$35.99 ,Feb-16,Uncover the secrets of Linux binary analysis with this handy guide,282 pages
Hands-On Natural Language Processing with PyTorch 1.x,Thomas Dop,$27.99 ,Jul-20,Become a proficient NLP data scientist by developing deep learning models for NLP and extract valuab...,276 pages
IoT Penetration Testing Cookbook,Aaron Guzman,$31.99 ,Nov-17,Over 80 recipes to master IoT security techniques.,452 pages
Hands-On JavaScript High Performance,Justin Scherer,$24.99 ,Feb-20,An example-driven guide covering modern web app development techniques and emerging technologies suc...,376 pages
Getting Started with LLVM Core Libraries,Bruno Cardoso Lopes,$26.99 ,Aug-14,Get to grips with LLVM essentials and use the core libraries to build advanced tools,314 pages
Learning Node.js Development,Andrew Mead,$31.99 ,Jan-18,"A comprehensive, easy-to-follow guide to creating complete Node apps and understanding how to build,...",658 pages
Hands-On Machine Learning with C++,Kirill Kolodiazhnyi,$34.99 ,May-20,Implement supervised and unsupervised machine learning algorithms using C++ libraries such as PyTorc...,530 pages
Docker Cookbook - Second Edition,Ken Cochrane,$35.99 ,Aug-18,Leverage Docker to deploying software at scale,352 pages
"MongoDB, Express, Angular, and Node.js Fundamentals",Paul Oluyege,$24.99 ,Mar-19,"Build fast, robust, and maintainable modern full-stack web applications using MongoDB, Express, Angu...",362 pages
Becoming a PMP® Certified Professional,J. Ashley Hunt,$34.99 ,Feb-21,"The PMP® exam prep book offering complete, up-to-date coverage of the 6th edition of PMP® exam to he...",826 pages
Python Web Scraping Cookbook,Michael Heydt,$31.99 ,Feb-18,Untangle your web scraping complexities and access web data with ease using Python scripts,364 pages
Scaling Agile with Jira Align,Dean MacNeil,$27.99 ,Nov-20,"Accelerate business value delivery with Jira Align, the enterprise agile planning platform, by conne...",326 pages
Jira 8 Administration Cookbook - Third Edition,Patrick Li,$23.99 ,Jun-19,Build customized solutions that fulfill your business requirements with the latest features of Jira ...,280 pages
Microsoft Power BI Quick Start Guide,Devin Knight,$20.99 ,Jul-18,Bring your data to life with Power BI,202 pages
Learning Azure Functions,Manisha Yadav,$31.99 ,Sep-17,Embracing the cloud - a Serverless architecture to solve problems at scale,240 pages
Bash Quick Start Guide,Tom Ryder,$23.99 ,Sep-18,"Learn how to write shell script effectively with Bash, to quickly and easily write powerful scripts ...",186 pages
Python Data Science Essentials - Third Edition,Alberto Boschetti,$31.99 ,Sep-18,Gain useful insights from your data using popular data science tools,472 pages
Hands-On MQTT Programming with Python,Gaston C. Hillar,$27.99 ,May-18,Explore the features included in the latest versions of MQTT for IoT and M2M communications and use ...,228 pages
Unity 2020 Virtual Reality Projects - Third Edition,Jonathan Linowes,$27.99 ,Jul-20,"Explore the latest features of Unity and build VR experiences including first-person interactions, a...",592 pages
C++ High Performance,Viktor Sehr,$35.99 ,Jan-18,"Write code that scales across CPU registers, multi-core, and machine clusters",374 pages
Industrial Cybersecurity,Pascal Ackerman,$35.99 ,Oct-17,"Your one-step guide to understanding industrial cyber security, its control systems, and its operati...",456 pages
Responsive Web Design with HTML5 and CSS3 - Second Edition,Ben Frain,$39.99 ,Aug-15,Learn the HTML5 and CSS3 you need to help you design responsive and future-proof websites that meet ...,312 pages
Hands-on Full-Stack Web Development with GraphQL and React,Sebastian Grebe,$31.99 ,Jan-19,"Unearth the power of GraphQL, React, Apollo, Node, and Express to build a scalable, production ready...",460 pages
Hands-On Parallel Programming with C# 8 and .NET Core 3,Shakti Tanwar,$31.99 ,Dec-19,Take your enterprise application development skills to the next level by mastering parallel programm...,346 pages
Vue.js 2 Design Patterns and Best Practices,Paul Halliday,$35.99 ,Mar-18,Become an expert Vue developer by understanding the design patterns and component architecture of Vu...,344 pages
Mastering Apache Solr 7.x,Sandeep Nair,$31.99 ,Feb-18,Accelerate your enterprise search engine and bring relevancy in your search analytics,308 pages
Hands-On Markov Models with Python,AnkurAnkan,$27.99 ,Sep-18,"Unleash the power of unsupervised machine learning in Hidden Markov Models using TensorFlow, pgmpy, ...",178 pages
Lua Quick Start Guide,Gabor Szauer,$23.99 ,Jul-18,The easiest way to learn Lua programming,202 pages
Artificial Intelligence By Example - Second Edition,Denis Rothman,$27.99 ,Feb-20,Understand the fundamentals and develop your own AI solutions in this updated edition packed with ma...,578 pages
Seven NoSQL Databases in a Week,Aaron Ploetz,$27.99 ,Mar-18,"A beginner's guide to get you up and running with Cassandra, DynamoDB, HBase, InfluxDB, MongoDB, Neo...",308 pages
Implementing Microsoft Dynamics 365 Business Central On-Premise - Fourth Edition,Roberto Stefanetti,$39.99 ,Dec-18,Understand the key components required for implementing Dynamics NAV and Business Central and explor...,764 pages
Jakarta EE Cookbook - Second Edition,Elder Moraes,$24.99 ,May-20,"An enterprise Java developer's guide to learning JAX-RS, context and dependency injection, JavaServe...",380 pages
GitLab Quick Start Guide,Adam O'Grady,$23.99 ,Nov-18,Port projects over from GitHub and convert SVN projects to GitLab hosted git projects,180 pages
Learn Linux Shell Scripting - Fundamentals of Bash 4.4,Sebastiaan Tammer,$31.99 ,Dec-18,Create and maintain powerful Bash scripts for automation and administration.,452 pages
Mastering OpenVPN,Eric F Crist,$39.99 ,Aug-15,Master building and integrating secure private networks using OpenVPN,364 pages
Practical Data Analysis using Jupyter Notebook,Marc Wintjen,$24.99 ,Jun-20,Understand data analysis concepts to make accurate decisions based on data using Python programming ...,322 pages
Hands-On Quantum Information Processing with Python,Dr. Makhamisa Senekane,$27.99 ,Jan-21,Explore the potential of quantum information processing and understand the state of a quantum system...,252 pages
Mastering AWS Lambda,Yohan Wadia,$35.99 ,Aug-17,Build cost-effective and highly scalable Serverless applications using AWS Lambda.,300 pages
Learn OpenGL,Frahaan Hussain,$23.99 ,Aug-18,A step-by-step instructional guide to understanding the fundamentals of game development with OpenGL...,204 pages
Apache Hive Essentials - Second Edition,Dayong Du,$23.99 ,Jun-18,This book takes you on a fantastic journey to discover the attributes of big data using Apache Hive,210 pages
Essential Statistics for Non-STEM Data Analysts,Rongpeng Li,$27.99 ,Nov-20,Reinforce your understanding of data science and data analysis from a statistical perspective to ext...,392 pages
Internet of Things Projects with ESP32,Agus Kurniawan,$20.99 ,Mar-19,Create and program Internet of Things projects using the Espressif ESP32.,252 pages
Domain-Driven Design in PHP,Carlos Buenosvinos,$39.99 ,Jun-17,"Real examples written in PHP showcasing DDD Architectural Styles, Tactical Design, and Bounded Conte...",394 pages
VBA Automation for Excel 2019 Cookbook,Mike Van Niekerk,$27.99 ,Sep-20,A comprehensive guide to gaining a 360-degree overview of the VBA programming language and learning ...,362 pages
Linux Shell Scripting Cookbook - Third Edition,Clif Flynt,$39.99 ,May-17,Do amazing things with the shell,552 pages
Modern Web Testing with TestCafe,Dmytro Shpakovskyi,$20.99 ,Sep-20,A no-nonsense guide to getting started with TestCafe quickly by building a complete test suite while...,168 pages
Hands-On Big Data Analytics with PySpark,Rudy Lai,$16.99 ,Mar-19,"Use PySpark to easily crush messy data at-scale and discover proven techniques to create testable, i...",182 pages
Mastering Kotlin,Nate Ebel,$31.99 ,Oct-19,The comprehensive guide to help you master Kotlin.,434 pages
Python Microservices Development,Tarek Ziadé,$35.99 ,Jul-17,A practical approach to conquering the complexities of Microservices using the Python tooling ecosys...,340 pages
Hands-On Cryptography with Python,Sam Bowne,$23.99 ,Jun-18,Learn to evaluate and compare data encryption methods and attack cryptographic systems,100 pages
Building Serverless Microservices in Python,Richard Takashi Freeman,$20.99 ,Mar-19,"A practical guide for developing end-to-end serverless microservices in Python for developers, DevOp...",168 pages
Nmap: Network Exploration and Security Auditing Cookbook - Second Edition,Paulino Calderon,$39.99 ,May-17,Over 100 practical recipes related to network and application security auditing using the powerful N...,416 pages
Learning RxJava - Second Edition,Nick Samoylov,$24.99 ,Feb-20,"Updated with the latest Maven coordinates, Java programming features, and API changes, this book is ...",412 pages
FreeSWITCH 1.8,Anthony Minessale II,$35.99 ,Jul-17,"Build a robust, high-performance telephony system with FreeSWITCH",434 pages
WordPress 5 Cookbook,Rakhitha Nimesh Ratnayake,$24.99 ,Mar-20,Explore built-in WordPress features and the power of advanced plugins and themes for building modern...,660 pages
Windows Presentation Foundation Development Cookbook,Kunal Chowdhury,$41.99 ,Feb-18,Gain comprehensive insight into WPF mechanics and capabilities.,524 pages
Hands-On Exploratory Data Analysis with Python,Suresh Kumar Mukhiya,$27.99 ,Mar-20,"Discover techniques to summarize the characteristics of your data using PyPlot, NumPy, SciPy, and Pa...",352 pages
Learn Ethical Hacking from Scratch,Zaid Sabih,$31.99 ,Jul-18,Learn how to hack systems like black hat hackers and secure them like security experts,564 pages
The Ruby Workshop,Akshat Paul,$27.99 ,Oct-19,Cut through the noise and get real results with a step-by-step approach to learning Ruby programming...,544 pages
Learning AWS IoT,Agus Kurniawan,$31.99 ,Jan-18,Learn to use AWS IoT services to build your connected applications with the help of this comprehensi...,278 pages
SDL Game Development,Shaun Mitchell,$26.99 ,Jun-13,"If you?re good with C++ and object oriented programming, this book utilizes your skills to create 2D...",256 pages
Mastering OAuth 2.0,Charles Bihis,$35.99 ,Dec-15,"Create powerful applications to interact with popular service providers such as Facebook, Google, Tw...",238 pages
Hands-On Chatbots and Conversational UI Development,Srini Janarthanam,$27.99 ,Dec-17,"Build over 8 chatbots and conversational user interfaces with leading tools such as Chatfuel, Dialog...",392 pages
Google Cloud Platform for Architects,Vitthal Srinivasan,$35.99 ,Jun-18,"Get acquainted with GCP and manage robust, highly available, and dynamic solutions to drive business...",372 pages
Vulkan Cookbook,Pawel Lapinski,$39.99 ,Apr-17,Work through recipes to unlock the full potential of the next generation graphics API—Vulkan,700 pages
Nginx Troubleshooting,Alex Kapranoff,$23.99 ,Apr-16,Investigate and solve problems with Nginx-powered websites using a deep understanding of the underly...,172 pages
Advanced C++ Programming Cookbook,Dr. Rian Quinn,$27.99 ,Jan-20,A recipe-based guide to refine your C++ programming skills with the help of coding best practices an...,454 pages
Hands-On Ensemble Learning with Python,George Kyriakides,$27.99 ,Jul-19,Combine popular machine learning techniques to create ensemble models using Python,298 pages
C++17 STL Cookbook,Jacek Galowicz,$39.99 ,Jun-17,Over 90 recipes that leverage the powerful features of the Standard Library in C++17,532 pages
Managing Mission - Critical Domains and DNS,Mark E. Jeftovic,$35.99 ,Jun-18,This book will give you an all encompassing view of the domain name ecosystem combined with a compre...,368 pages
Bash Cookbook,Ron Brash,$31.99 ,Jul-18,Create simple to advanced shell scripts and enhance your system functionality with effective recipes,264 pages
MySQL 8 Cookbook,Karthik Appigatla,$39.99 ,Jan-18,Design and administer enterprise-grade MySQL 8 solutions,446 pages
